year,month,median_difference,lower_95a,upper_95a,lower_95b,upper_95b,lower_95c,upper_95c,lower_95d,upper_95d,lower_95e,upper_95e
1969,9,0.017,-0.002,0.036,-0.025,0.059,-0.173,0.206,-0.03,0.063,-0.179,0.211
1969,10,0.027,0.006,0.048,-0.016,0.071,-0.106,0.161,-0.02,0.075,-0.114,0.169
1969,11,0.132,0.109,0.154,0.089,0.174,0.025,0.239,0.084,0.18,0.015,0.249
1969,12,0.196,0.175,0.223,0.153,0.239,0.082,0.31,0.148,0.246,0.073,0.321
1970,1,0.073,0.051,0.09,0.03,0.116,-0.051,0.197,0.024,0.119,-0.06,0.204
1970,2,0.145,0.123,0.164,0.102,0.188,0.042,0.248,0.097,0.192,0.031,0.258
1970,3,-0.068,-0.091,-0.051,-0.11,-0.026,-0.183,0.047,-0.116,-0.02,-0.193,0.056
1970,4,0.056,0.036,0.08,0.016,0.096,-0.07,0.181,0.012,0.105,-0.075,0.192
1970,5,-0.035,-0.058,-0.01,-0.075,0.005,-0.174,0.105,-0.079,0.013,-0.18,0.114
1970,6,-0.014,-0.036,0.007,-0.057,0.028,-0.144,0.115,-0.062,0.034,-0.152,0.124
1970,7,-0.049,-0.073,-0.026,-0.09,-0.007,-0.222,0.124,-0.096,-0.001,-0.228,0.131
1970,8,-0.092,-0.113,-0.068,-0.134,-0.049,-0.304,0.12,-0.139,-0.043,-0.308,0.126
1970,9,-0.04,-0.059,-0.018,-0.084,0.004,-0.23,0.15,-0.087,0.01,-0.235,0.158
1970,10,-0.075,-0.095,-0.057,-0.117,-0.034,-0.211,0.06,-0.121,-0.029,-0.218,0.068
1970,11,-0.049,-0.068,-0.026,-0.091,-0.007,-0.152,0.054,-0.095,-0.001,-0.161,0.066
1970,12,-0.164,-0.184,-0.139,-0.205,-0.123,-0.277,-0.052,-0.21,-0.116,-0.285,-0.042
1971,1,-0.098,-0.117,-0.079,-0.14,-0.057,-0.228,0.032,-0.145,-0.052,-0.237,0.039
1971,2,-0.291,-0.309,-0.269,-0.332,-0.249,-0.393,-0.188,-0.336,-0.244,-0.403,-0.177
1971,3,-0.283,-0.302,-0.258,-0.323,-0.243,-0.403,-0.163,-0.327,-0.236,-0.41,-0.154
1971,4,-0.238,-0.257,-0.215,-0.277,-0.198,-0.363,-0.113,-0.282,-0.19,-0.369,-0.103
1971,5,-0.214,-0.231,-0.186,-0.254,-0.175,-0.354,-0.074,-0.257,-0.167,-0.36,-0.065
1971,6,-0.234,-0.256,-0.21,-0.275,-0.193,-0.358,-0.11,-0.281,-0.186,-0.367,-0.101
1971,7,-0.131,-0.152,-0.108,-0.174,-0.089,-0.303,0.04,-0.179,-0.082,-0.309,0.047
1971,8,-0.169,-0.188,-0.141,-0.208,-0.13,-0.381,0.043,-0.213,-0.121,-0.385,0.05
1971,9,-0.124,-0.139,-0.097,-0.166,-0.083,-0.314,0.065,-0.169,-0.076,-0.318,0.073
1971,10,-0.165,-0.181,-0.141,-0.206,-0.123,-0.303,-0.026,-0.21,-0.118,-0.31,-0.018
1971,11,-0.084,-0.102,-0.059,-0.126,-0.043,-0.19,0.021,-0.131,-0.037,-0.2,0.031
1971,12,-0.2,-0.22,-0.172,-0.242,-0.158,-0.313,-0.087,-0.247,-0.151,-0.322,-0.076
1972,1,-0.377,-0.396,-0.355,-0.42,-0.334,-0.501,-0.253,-0.425,-0.33,-0.51,-0.245
1972,2,-0.29,-0.309,-0.268,-0.331,-0.249,-0.393,-0.186,-0.335,-0.243,-0.402,-0.176
1972,3,-0.133,-0.149,-0.103,-0.174,-0.091,-0.245,-0.021,-0.176,-0.083,-0.252,-0.009
1972,4,-0.079,-0.096,-0.052,-0.12,-0.038,-0.206,0.048,-0.123,-0.03,-0.212,0.058
1972,5,-0.065,-0.084,-0.041,-0.109,-0.021,-0.204,0.075,-0.112,-0.014,-0.211,0.085
1972,6,0.006,-0.011,0.03,-0.037,0.048,-0.119,0.131,-0.041,0.054,-0.128,0.14
1972,7,-0.021,-0.04,0.006,-0.064,0.023,-0.189,0.148,-0.068,0.028,-0.195,0.155
1972,8,0.015,-0.002,0.04,-0.025,0.054,-0.2,0.23,-0.027,0.062,-0.202,0.237
1972,9,-0.055,-0.071,-0.033,-0.096,-0.013,-0.249,0.139,-0.099,-0.008,-0.253,0.146
1972,10,0.005,-0.009,0.026,-0.038,0.049,-0.136,0.146,-0.041,0.054,-0.143,0.155
1972,11,-0.001,-0.016,0.024,-0.042,0.04,-0.108,0.105,-0.045,0.046,-0.115,0.116
1972,12,0.185,0.172,0.212,0.142,0.228,0.073,0.297,0.139,0.235,0.065,0.309
1973,1,0.147,0.133,0.166,0.106,0.188,0.023,0.271,0.104,0.193,0.016,0.28
1973,2,0.278,0.263,0.302,0.238,0.318,0.177,0.379,0.235,0.324,0.169,0.39
1973,3,0.225,0.21,0.252,0.185,0.266,0.106,0.345,0.183,0.272,0.099,0.355
1973,4,0.16,0.142,0.179,0.119,0.202,0.035,0.286,0.116,0.206,0.027,0.295
1973,5,0.086,0.068,0.106,0.043,0.129,-0.055,0.227,0.04,0.133,-0.062,0.235
1973,6,0.109,0.095,0.129,0.068,0.151,-0.01,0.229,0.065,0.155,-0.018,0.237
1973,7,0.026,0.01,0.047,-0.017,0.068,-0.134,0.186,-0.02,0.073,-0.14,0.192
1973,8,0.016,0.003,0.033,-0.022,0.055,-0.193,0.226,-0.025,0.059,-0.197,0.231
1973,9,-0.043,-0.061,-0.024,-0.082,-0.004,-0.234,0.148,-0.085,0,-0.238,0.153
1973,10,-0.046,-0.063,-0.03,-0.086,-0.006,-0.187,0.095,-0.089,-0.002,-0.193,0.102
1973,11,-0.098,-0.112,-0.078,-0.139,-0.057,-0.201,0.006,-0.142,-0.053,-0.21,0.015
1973,12,-0.113,-0.132,-0.095,-0.156,-0.071,-0.228,0.001,-0.16,-0.068,-0.237,0.01
1974,1,-0.373,-0.388,-0.355,-0.414,-0.332,-0.491,-0.255,-0.417,-0.329,-0.5,-0.247
1974,2,-0.407,-0.426,-0.393,-0.449,-0.365,-0.507,-0.307,-0.453,-0.362,-0.518,-0.298
1974,3,-0.231,-0.251,-0.212,-0.271,-0.191,-0.349,-0.113,-0.275,-0.187,-0.357,-0.106
1974,4,-0.18,-0.196,-0.16,-0.223,-0.138,-0.309,-0.052,-0.225,-0.133,-0.315,-0.042
1974,5,-0.196,-0.214,-0.177,-0.235,-0.156,-0.339,-0.052,-0.24,-0.153,-0.346,-0.046
1974,6,-0.153,-0.169,-0.136,-0.197,-0.109,-0.281,-0.025,-0.2,-0.106,-0.289,-0.017
1974,7,-0.127,-0.146,-0.109,-0.17,-0.084,-0.294,0.04,-0.173,-0.081,-0.301,0.047
1974,8,-0.082,-0.094,-0.063,-0.123,-0.042,-0.292,0.127,-0.125,-0.038,-0.295,0.132
1974,9,-0.13,-0.146,-0.114,-0.171,-0.089,-0.32,0.06,-0.175,-0.086,-0.325,0.064
1974,10,-0.219,-0.234,-0.204,-0.258,-0.18,-0.356,-0.082,-0.262,-0.178,-0.363,-0.076
1974,11,-0.212,-0.23,-0.194,-0.251,-0.173,-0.32,-0.103,-0.255,-0.169,-0.328,-0.095
1974,12,-0.237,-0.256,-0.217,-0.278,-0.195,-0.352,-0.121,-0.281,-0.191,-0.36,-0.112
1975,1,-0.073,-0.089,-0.056,-0.117,-0.029,-0.2,0.054,-0.119,-0.026,-0.207,0.063
1975,2,-0.092,-0.108,-0.076,-0.133,-0.051,-0.193,0.009,-0.137,-0.049,-0.202,0.017
1975,3,-0.076,-0.095,-0.06,-0.117,-0.036,-0.2,0.047,-0.122,-0.032,-0.208,0.055
1975,4,-0.091,-0.105,-0.075,-0.132,-0.051,-0.217,0.034,-0.134,-0.047,-0.223,0.042
1975,5,-0.085,-0.1,-0.065,-0.124,-0.045,-0.225,0.056,-0.126,-0.04,-0.23,0.064
1975,6,-0.085,-0.1,-0.068,-0.123,-0.047,-0.21,0.04,-0.126,-0.042,-0.216,0.048
1975,7,-0.11,-0.125,-0.093,-0.151,-0.069,-0.28,0.06,-0.154,-0.065,-0.286,0.066
1975,8,-0.179,-0.192,-0.161,-0.22,-0.138,-0.392,0.034,-0.223,-0.135,-0.396,0.039
1975,9,-0.126,-0.141,-0.108,-0.168,-0.084,-0.317,0.065,-0.17,-0.081,-0.321,0.071
1975,10,-0.234,-0.253,-0.22,-0.277,-0.19,-0.371,-0.096,-0.28,-0.188,-0.379,-0.089
1975,11,-0.315,-0.329,-0.297,-0.357,-0.273,-0.42,-0.209,-0.358,-0.269,-0.428,-0.199
1975,12,-0.306,-0.324,-0.291,-0.349,-0.263,-0.424,-0.188,-0.352,-0.261,-0.433,-0.18
1976,1,-0.232,-0.245,-0.218,-0.276,-0.188,-0.358,-0.106,-0.278,-0.184,-0.366,-0.097
1976,2,-0.328,-0.346,-0.31,-0.372,-0.283,-0.428,-0.228,-0.375,-0.281,-0.438,-0.218
1976,3,-0.441,-0.459,-0.425,-0.484,-0.399,-0.564,-0.319,-0.488,-0.396,-0.573,-0.311
1976,4,-0.192,-0.207,-0.174,-0.235,-0.15,-0.322,-0.063,-0.238,-0.147,-0.33,-0.056
1976,5,-0.316,-0.332,-0.298,-0.358,-0.274,-0.457,-0.175,-0.361,-0.269,-0.463,-0.168
1976,6,-0.249,-0.265,-0.231,-0.29,-0.208,-0.373,-0.125,-0.293,-0.205,-0.381,-0.118
1976,7,-0.185,-0.204,-0.167,-0.225,-0.145,-0.355,-0.015,-0.228,-0.142,-0.36,-0.01
1976,8,-0.203,-0.219,-0.184,-0.244,-0.162,-0.414,0.009,-0.247,-0.159,-0.42,0.013
1976,9,-0.163,-0.179,-0.141,-0.206,-0.121,-0.352,0.025,-0.209,-0.118,-0.357,0.03
1976,10,-0.316,-0.332,-0.301,-0.357,-0.276,-0.45,-0.182,-0.359,-0.273,-0.457,-0.175
1976,11,-0.177,-0.19,-0.154,-0.218,-0.136,-0.283,-0.071,-0.22,-0.133,-0.291,-0.062
1976,12,-0.086,-0.101,-0.068,-0.127,-0.044,-0.204,0.032,-0.13,-0.041,-0.212,0.04
1977,1,-0.076,-0.093,-0.061,-0.118,-0.035,-0.202,0.049,-0.121,-0.032,-0.209,0.056
1977,2,0.076,0.062,0.093,0.034,0.119,-0.023,0.176,0.031,0.122,-0.033,0.186
1977,3,0.101,0.085,0.12,0.059,0.143,-0.017,0.219,0.056,0.146,-0.026,0.227
1977,4,0.095,0.078,0.113,0.053,0.138,-0.029,0.22,0.05,0.141,-0.037,0.228
1977,5,0.071,0.053,0.092,0.029,0.112,-0.067,0.208,0.025,0.116,-0.074,0.215
1977,6,0.11,0.096,0.132,0.069,0.15,-0.015,0.234,0.068,0.156,-0.021,0.243
1977,7,0.062,0.044,0.082,0.018,0.105,-0.107,0.23,0.015,0.109,-0.113,0.237
1977,8,-0.003,-0.018,0.016,-0.044,0.039,-0.216,0.211,-0.047,0.042,-0.22,0.216
1977,9,0.033,0.02,0.054,-0.012,0.078,-0.16,0.226,-0.014,0.081,-0.166,0.232
1977,10,-0.006,-0.019,0.011,-0.047,0.034,-0.144,0.131,-0.05,0.037,-0.151,0.138
1977,11,0.14,0.127,0.156,0.099,0.182,0.038,0.243,0.096,0.185,0.029,0.252
1977,12,-0.054,-0.067,-0.035,-0.095,-0.013,-0.168,0.06,-0.097,-0.01,-0.176,0.069
1978,1,0.014,-0.003,0.035,-0.029,0.058,-0.106,0.135,-0.032,0.062,-0.114,0.144
1978,2,-0.038,-0.059,-0.019,-0.08,0.004,-0.139,0.063,-0.084,0.008,-0.149,0.073
1978,3,0.027,0.01,0.047,-0.012,0.067,-0.088,0.143,-0.016,0.072,-0.096,0.152
1978,4,-0.063,-0.082,-0.043,-0.103,-0.024,-0.18,0.053,-0.105,-0.019,-0.187,0.063
1978,5,-0.086,-0.1,-0.067,-0.127,-0.044,-0.228,0.056,-0.13,-0.04,-0.234,0.064
1978,6,-0.136,-0.149,-0.119,-0.179,-0.092,-0.264,-0.007,-0.183,-0.089,-0.273,0.001
1978,7,-0.066,-0.085,-0.044,-0.107,-0.024,-0.24,0.109,-0.111,-0.02,-0.246,0.115
1978,8,-0.185,-0.2,-0.164,-0.227,-0.142,-0.396,0.027,-0.23,-0.138,-0.401,0.032
1978,9,-0.053,-0.067,-0.034,-0.095,-0.011,-0.242,0.136,-0.097,-0.007,-0.247,0.142
1978,10,-0.112,-0.129,-0.091,-0.154,-0.07,-0.247,0.022,-0.157,-0.066,-0.254,0.03
1978,11,0.047,0.035,0.066,0.008,0.087,-0.062,0.156,0.006,0.092,-0.069,0.165
1978,12,-0.101,-0.122,-0.082,-0.139,-0.063,-0.212,0.011,-0.145,-0.059,-0.221,0.018
1979,1,-0.035,-0.052,-0.013,-0.072,0.003,-0.154,0.085,-0.076,0.008,-0.16,0.092
1979,2,-0.14,-0.161,-0.12,-0.176,-0.104,-0.238,-0.042,-0.181,-0.1,-0.247,-0.034
1979,3,0.015,-0.007,0.039,-0.019,0.05,-0.096,0.127,-0.025,0.057,-0.103,0.135
1979,4,-0.047,-0.068,-0.025,-0.081,-0.013,-0.167,0.073,-0.087,-0.007,-0.173,0.079
1979,5,-0.029,-0.051,-0.013,-0.061,0.003,-0.169,0.111,-0.067,0.008,-0.175,0.116
1979,6,0.059,0.041,0.076,0.026,0.093,-0.07,0.189,0.02,0.096,-0.076,0.193
1979,7,0.054,0.033,0.074,0.021,0.087,-0.117,0.225,0.015,0.092,-0.122,0.229
1979,8,0.081,0.057,0.102,0.049,0.114,-0.122,0.285,0.043,0.12,-0.125,0.289
1979,9,0.094,0.074,0.113,0.059,0.128,-0.092,0.279,0.054,0.133,-0.096,0.283
1979,10,0.133,0.107,0.149,0.094,0.172,0.003,0.264,0.088,0.175,-0.006,0.27
1979,11,0.149,0.128,0.167,0.112,0.186,0.054,0.244,0.108,0.191,0.046,0.253
1979,12,0.356,0.337,0.37,0.318,0.393,0.251,0.461,0.313,0.396,0.242,0.468
1980,1,0.134,0.114,0.149,0.095,0.173,0.013,0.254,0.09,0.176,0.005,0.261
1980,2,0.22,0.199,0.236,0.181,0.258,0.125,0.315,0.176,0.261,0.115,0.323
1980,3,0.072,0.05,0.09,0.034,0.11,-0.036,0.18,0.027,0.114,-0.045,0.187
1980,4,0.144,0.121,0.159,0.105,0.183,0.024,0.264,0.098,0.185,0.014,0.269
1980,5,0.142,0.125,0.159,0.104,0.181,-0.002,0.286,0.1,0.184,-0.008,0.292
1980,6,0.072,0.055,0.085,0.033,0.112,-0.051,0.196,0.028,0.114,-0.059,0.202
1980,7,0.059,0.042,0.073,0.019,0.1,-0.116,0.235,0.015,0.103,-0.122,0.24
1980,8,0.038,0.019,0.053,-0.002,0.078,-0.179,0.256,-0.006,0.081,-0.184,0.26
1980,9,0.038,0.024,0.051,-0.004,0.08,-0.149,0.225,-0.007,0.084,-0.154,0.231
1980,10,0.011,-0.009,0.025,-0.029,0.051,-0.128,0.15,-0.033,0.053,-0.135,0.156
1980,11,0.13,0.116,0.148,0.089,0.17,0.026,0.233,0.087,0.174,0.019,0.243
1980,12,0.057,0.036,0.07,0.016,0.098,-0.048,0.162,0.011,0.1,-0.058,0.17
1981,1,0.334,0.311,0.346,0.294,0.374,0.218,0.45,0.289,0.377,0.209,0.457
1981,2,0.198,0.175,0.213,0.156,0.239,0.1,0.295,0.15,0.242,0.089,0.304
1981,3,0.207,0.185,0.222,0.167,0.247,0.114,0.3,0.161,0.25,0.103,0.309
1981,4,0.129,0.108,0.145,0.089,0.17,0.016,0.243,0.083,0.172,0.006,0.25
1981,5,0.067,0.048,0.085,0.028,0.106,-0.077,0.211,0.024,0.11,-0.083,0.217
1981,6,0.125,0.105,0.143,0.086,0.164,-0.003,0.252,0.081,0.168,-0.011,0.259
1981,7,0.091,0.071,0.104,0.051,0.132,-0.086,0.269,0.046,0.133,-0.094,0.273
1981,8,0.122,0.103,0.138,0.08,0.163,-0.097,0.34,0.076,0.166,-0.101,0.344
1981,9,0.073,0.052,0.089,0.031,0.115,-0.12,0.266,0.026,0.117,-0.127,0.27
1981,10,0.004,-0.016,0.018,-0.039,0.047,-0.136,0.143,-0.044,0.049,-0.144,0.15
1981,11,0.074,0.058,0.09,0.032,0.115,-0.029,0.176,0.028,0.118,-0.039,0.185
1981,12,0.266,0.248,0.284,0.224,0.308,0.158,0.375,0.219,0.312,0.148,0.383
1982,1,-0.046,-0.072,-0.027,-0.091,-0.001,-0.176,0.084,-0.098,0.002,-0.187,0.092
1982,2,0.006,-0.018,0.022,-0.036,0.048,-0.097,0.108,-0.044,0.051,-0.109,0.117
1982,3,-0.127,-0.152,-0.109,-0.171,-0.083,-0.231,-0.023,-0.178,-0.079,-0.243,-0.013
1982,4,0.027,0.004,0.043,-0.016,0.071,-0.094,0.148,-0.023,0.074,-0.104,0.156
1982,5,0.04,0.017,0.06,0,0.08,-0.103,0.182,-0.007,0.085,-0.11,0.189
1982,6,-0.056,-0.081,-0.037,-0.096,-0.015,-0.187,0.076,-0.105,-0.011,-0.197,0.082
1982,7,-0.018,-0.043,0.004,-0.063,0.027,-0.191,0.155,-0.071,0.032,-0.2,0.161
1982,8,-0.009,-0.033,0.009,-0.053,0.034,-0.221,0.202,-0.061,0.037,-0.229,0.205
1982,9,0.074,0.048,0.093,0.028,0.12,-0.119,0.267,0.022,0.123,-0.127,0.272
1982,10,0.004,-0.023,0.022,-0.04,0.048,-0.134,0.142,-0.048,0.051,-0.145,0.149
1982,11,-0.01,-0.03,0.012,-0.053,0.034,-0.111,0.092,-0.059,0.038,-0.123,0.102
1982,12,0.252,0.225,0.27,0.209,0.295,0.143,0.362,0.2,0.298,0.13,0.369
1983,1,0.429,0.403,0.448,0.385,0.473,0.303,0.555,0.378,0.477,0.293,0.563
1983,2,0.31,0.283,0.326,0.266,0.353,0.209,0.41,0.258,0.357,0.197,0.42
1983,3,0.213,0.187,0.233,0.17,0.256,0.109,0.317,0.163,0.261,0.097,0.327
1983,4,0.116,0.089,0.132,0.076,0.157,0.003,0.229,0.069,0.161,-0.007,0.237
1983,5,0.136,0.114,0.157,0.095,0.177,-0.002,0.274,0.09,0.182,-0.01,0.282
1983,6,0.136,0.113,0.157,0.094,0.179,0.007,0.265,0.087,0.183,-0.002,0.273
1983,7,0.151,0.131,0.17,0.107,0.195,-0.024,0.325,0.102,0.2,-0.031,0.332
1983,8,0.2,0.176,0.216,0.156,0.243,-0.015,0.415,0.15,0.248,-0.021,0.42
1983,9,0.189,0.165,0.208,0.146,0.231,-0.002,0.379,0.14,0.234,-0.009,0.383
1983,10,0.098,0.076,0.115,0.054,0.141,-0.043,0.239,0.048,0.145,-0.052,0.246
1983,11,0.254,0.236,0.276,0.21,0.297,0.149,0.359,0.207,0.302,0.139,0.369
1983,12,0.086,0.062,0.103,0.041,0.131,-0.023,0.195,0.035,0.135,-0.035,0.205
1984,1,0.121,0.099,0.141,0.077,0.165,-0.004,0.245,0.072,0.17,-0.013,0.255
1984,2,0.018,-0.004,0.039,-0.025,0.06,-0.088,0.123,-0.03,0.065,-0.098,0.133
1984,3,0.048,0.024,0.069,0.006,0.091,-0.06,0.157,-0.001,0.096,-0.071,0.167
1984,4,-0.046,-0.071,-0.029,-0.089,-0.004,-0.161,0.068,-0.095,0,-0.171,0.077
1984,5,0.091,0.072,0.112,0.048,0.133,-0.056,0.237,0.043,0.137,-0.064,0.244
1984,6,-0.014,-0.037,0.01,-0.056,0.028,-0.147,0.12,-0.062,0.032,-0.156,0.127
1984,7,-0.035,-0.056,-0.015,-0.077,0.006,-0.211,0.141,-0.082,0.011,-0.217,0.147
1984,8,0.04,0.02,0.061,-0.001,0.081,-0.174,0.254,-0.007,0.086,-0.179,0.259
1984,9,0.033,0.011,0.049,-0.01,0.076,-0.156,0.223,-0.016,0.079,-0.164,0.227
1984,10,-0.021,-0.041,-0.004,-0.063,0.02,-0.162,0.119,-0.069,0.024,-0.171,0.126
1984,11,-0.122,-0.14,-0.099,-0.164,-0.08,-0.224,-0.021,-0.167,-0.075,-0.233,-0.009
1984,12,-0.275,-0.301,-0.255,-0.316,-0.235,-0.385,-0.166,-0.322,-0.229,-0.394,-0.156
1985,1,0.01,-0.011,0.03,-0.032,0.052,-0.116,0.136,-0.037,0.057,-0.125,0.145
1985,2,-0.135,-0.159,-0.118,-0.176,-0.095,-0.237,-0.033,-0.182,-0.091,-0.248,-0.024
1985,3,-0.025,-0.047,-0.006,-0.066,0.016,-0.138,0.088,-0.072,0.021,-0.147,0.097
1985,4,-0.039,-0.063,-0.024,-0.08,0.002,-0.155,0.078,-0.087,0.005,-0.165,0.085
1985,5,-0.003,-0.023,0.013,-0.042,0.036,-0.142,0.137,-0.048,0.04,-0.15,0.143
1985,6,-0.06,-0.08,-0.044,-0.098,-0.023,-0.186,0.066,-0.103,-0.019,-0.193,0.072
1985,7,-0.06,-0.078,-0.04,-0.1,-0.019,-0.229,0.11,-0.105,-0.016,-0.235,0.115
1985,8,0.027,0.006,0.047,-0.012,0.065,-0.181,0.235,-0.018,0.069,-0.187,0.239
1985,9,-0.031,-0.053,-0.012,-0.073,0.01,-0.223,0.16,-0.077,0.014,-0.228,0.165
1985,10,0.02,0.002,0.038,-0.022,0.062,-0.121,0.161,-0.028,0.065,-0.129,0.167
1985,11,-0.074,-0.092,-0.052,-0.117,-0.031,-0.173,0.024,-0.121,-0.026,-0.183,0.036
1985,12,0.014,-0.014,0.039,-0.028,0.055,-0.087,0.115,-0.035,0.059,-0.099,0.124
1986,1,0.124,0.097,0.142,0.083,0.164,0.002,0.246,0.076,0.169,-0.008,0.253
1986,2,0.09,0.061,0.109,0.051,0.129,-0.006,0.186,0.044,0.135,-0.016,0.196
1986,3,0.076,0.047,0.095,0.037,0.114,-0.037,0.189,0.025,0.119,-0.049,0.196
1986,4,0.08,0.048,0.097,0.041,0.119,-0.034,0.195,0.03,0.122,-0.046,0.201
1986,5,0.045,0.024,0.063,0.009,0.082,-0.099,0.189,0.001,0.086,-0.106,0.195
1986,6,0.05,0.025,0.071,0.013,0.087,-0.082,0.182,0.006,0.093,-0.089,0.189
1986,7,-0.003,-0.031,0.016,-0.041,0.036,-0.172,0.167,-0.05,0.041,-0.18,0.172
1986,8,0.002,-0.024,0.025,-0.036,0.041,-0.203,0.208,-0.046,0.046,-0.21,0.211
1986,9,0.011,-0.009,0.034,-0.03,0.052,-0.182,0.204,-0.037,0.057,-0.189,0.209
1986,10,0.065,0.042,0.085,0.026,0.105,-0.067,0.198,0.018,0.11,-0.076,0.204
1986,11,-0.006,-0.028,0.025,-0.048,0.036,-0.105,0.093,-0.052,0.044,-0.115,0.105
1986,12,0.01,-0.021,0.036,-0.031,0.05,-0.097,0.116,-0.039,0.057,-0.108,0.126
1987,1,0.111,0.079,0.144,0.073,0.149,-0.012,0.234,0.062,0.157,-0.022,0.241
1987,2,0.299,0.265,0.321,0.261,0.337,0.195,0.404,0.251,0.344,0.184,0.413
1987,3,0.021,-0.012,0.049,-0.016,0.058,-0.089,0.131,-0.027,0.066,-0.099,0.14
1987,4,0.094,0.069,0.118,0.056,0.132,-0.028,0.216,0.048,0.139,-0.036,0.224
1987,5,0.147,0.122,0.173,0.11,0.184,0.002,0.292,0.102,0.192,-0.005,0.298
1987,6,0.127,0.106,0.156,0.089,0.165,-0.001,0.256,0.083,0.172,-0.009,0.264
1987,7,0.269,0.244,0.292,0.23,0.308,0.099,0.439,0.223,0.314,0.093,0.445
1987,8,0.236,0.209,0.259,0.198,0.275,0.019,0.453,0.189,0.28,0.013,0.457
1987,9,0.271,0.244,0.299,0.233,0.309,0.082,0.461,0.224,0.316,0.075,0.465
1987,10,0.202,0.181,0.226,0.163,0.24,0.063,0.34,0.156,0.247,0.056,0.348
1987,11,0.196,0.175,0.219,0.157,0.235,0.096,0.296,0.15,0.241,0.086,0.306
1987,12,0.32,0.295,0.345,0.281,0.36,0.215,0.426,0.273,0.368,0.205,0.436
1988,1,0.388,0.356,0.418,0.347,0.429,0.263,0.513,0.338,0.437,0.254,0.522
1988,2,0.232,0.202,0.255,0.192,0.272,0.133,0.331,0.184,0.277,0.122,0.341
1988,3,0.265,0.229,0.285,0.226,0.303,0.153,0.377,0.215,0.31,0.142,0.385
1988,4,0.226,0.196,0.243,0.187,0.264,0.103,0.348,0.176,0.269,0.093,0.355
1988,5,0.211,0.183,0.23,0.174,0.248,0.069,0.352,0.164,0.253,0.061,0.357
1988,6,0.221,0.193,0.245,0.181,0.262,0.093,0.35,0.173,0.268,0.084,0.358
1988,7,0.175,0.148,0.193,0.137,0.212,0.002,0.347,0.129,0.219,-0.003,0.352
1988,8,0.178,0.152,0.201,0.139,0.217,-0.04,0.396,0.13,0.223,-0.046,0.4
1988,9,0.186,0.152,0.209,0.146,0.225,-0.007,0.378,0.138,0.231,-0.013,0.383
1988,10,0.14,0.113,0.17,0.1,0.18,0.002,0.278,0.092,0.186,-0.006,0.285
1988,11,0.027,0.001,0.058,-0.014,0.067,-0.076,0.13,-0.02,0.076,-0.086,0.141
1988,12,0.149,0.118,0.176,0.107,0.19,0.037,0.26,0.099,0.198,0.027,0.271
1989,1,0.013,-0.019,0.046,-0.028,0.053,-0.113,0.138,-0.038,0.063,-0.123,0.147
1989,2,0.149,0.117,0.179,0.107,0.191,0.048,0.25,0.099,0.198,0.036,0.261
1989,3,0.137,0.108,0.163,0.097,0.178,0.028,0.247,0.086,0.186,0.017,0.257
1989,4,0.081,0.049,0.109,0.041,0.121,-0.041,0.202,0.031,0.128,-0.051,0.211
1989,5,0.078,0.049,0.107,0.038,0.118,-0.064,0.22,0.03,0.125,-0.072,0.227
1989,6,0.077,0.053,0.105,0.038,0.116,-0.051,0.205,0.031,0.124,-0.059,0.214
1989,7,0.157,0.131,0.184,0.117,0.197,-0.017,0.331,0.108,0.204,-0.025,0.337
1989,8,0.178,0.148,0.206,0.138,0.218,-0.04,0.396,0.129,0.225,-0.046,0.4
1989,9,0.142,0.115,0.172,0.1,0.184,-0.045,0.329,0.092,0.191,-0.052,0.334
1989,10,0.15,0.129,0.18,0.109,0.192,0.017,0.284,0.103,0.2,0.009,0.293
1989,11,0.059,0.038,0.092,0.016,0.102,-0.043,0.161,0.011,0.111,-0.053,0.174
1989,12,0.203,0.171,0.231,0.161,0.245,0.094,0.312,0.151,0.252,0.081,0.322
1990,1,0.217,0.181,0.253,0.176,0.258,0.09,0.344,0.165,0.269,0.079,0.353
1990,2,0.307,0.271,0.34,0.266,0.348,0.205,0.409,0.256,0.357,0.193,0.42
1990,3,0.56,0.529,0.593,0.52,0.601,0.451,0.669,0.51,0.611,0.441,0.681
1990,4,0.368,0.336,0.397,0.325,0.41,0.247,0.488,0.316,0.418,0.236,0.498
1990,5,0.277,0.244,0.307,0.235,0.319,0.144,0.411,0.227,0.328,0.135,0.42
1990,6,0.277,0.248,0.309,0.239,0.315,0.146,0.408,0.23,0.324,0.137,0.416
1990,7,0.23,0.203,0.259,0.192,0.268,0.053,0.407,0.183,0.279,0.047,0.414
1990,8,0.25,0.219,0.28,0.211,0.289,0.03,0.469,0.201,0.298,0.025,0.475
1990,9,0.176,0.148,0.208,0.133,0.219,-0.017,0.37,0.124,0.228,-0.025,0.376
1990,10,0.332,0.304,0.363,0.29,0.373,0.196,0.467,0.281,0.382,0.187,0.476
1990,11,0.317,0.288,0.358,0.274,0.36,0.215,0.418,0.265,0.372,0.203,0.432
1990,12,0.247,0.211,0.282,0.202,0.292,0.136,0.358,0.19,0.301,0.122,0.369
1991,1,0.289,0.253,0.329,0.248,0.331,0.157,0.422,0.237,0.345,0.147,0.433
1991,2,0.294,0.254,0.325,0.251,0.337,0.19,0.398,0.238,0.346,0.175,0.409
